"Id","Lat","Lng"
"6290","-31.3865337","-64.1732025"
"6292","-31.38801999999999","-64.1738103"
"6294","-31.3989296","-64.1821289"
"6295","-31.3989296","-64.1821289"
"6297","-31.3989296","-64.1821289"
"6301","-31.3989296","-64.1821289"
"6302","-31.3989296","-64.1821289"
"6303","-31.3989296","-64.1821289"
"6304","-31.3989296","-64.1821289"
"6305","-31.3989296","-64.1821289"
"6306","-31.3989296","-64.1821289"
"6307","-31.3989296","-64.1821289"
"6308","-31.3989296","-64.1821289"
"6313","-31.479084","-64.1432343"
"6314","-31.3833601","-64.2022329"
"6315","-31.3989296","-64.1821289"
"6316","-31.3989296","-64.1821289"
"6317","-31.4362564","-64.155838"
"6318","-31.3989296","-64.1821289"
"6319","-31.4294071","-64.1867905"
"6320","-31.3989296","-64.1821289"
"6321","-31.3989296","-64.1821289"
"6322","-31.3989296","-64.1821289"
"6323","-31.3989296","-64.1821289"
"6324","-31.3989296","-64.1821289"
"6325","-31.3989296","-64.1821289"
"6326","-31.3221157","-64.2679414"
"6327","-31.4564476","-64.1310501"
"6328","-31.3989296","-64.1821289"
"6331","-31.4633083","-64.1114197"
"6332","-31.3075114","-64.17575070000001"
"6333","-31.3989296","-64.1821289"
"6334","-31.3989296","-64.1821289"
"6335","-31.3989296","-64.1821289"
"6336","-31.3989296","-64.1821289"
"6337","-31.3989296","-64.1821289"
"6339","-31.4354878","-64.1855715"
"6341","-31.4251518","-64.185112"
"6342","-31.3989296","-64.1821289"
"6343","-31.3989296","-64.1821289"
"6344","-31.3989296","-64.1821289"
"6346","-31.3989296","-64.1821289"
"6347","-31.3989296","-64.1821289"
"6349","-31.3989296","-64.1821289"
"6350","-31.3989296","-64.1821289"
"6351","-31.3989296","-64.1821289"
"6352","-31.3989296","-64.1821289"
"6353","-31.3989296","-64.1821289"
"6354","-31.3854453","-64.2066834"
"6355","-31.3989296","-64.1821289"
"6356","-31.3989296","-64.1821289"
"6357","-31.3989296","-64.1821289"
"6358","-31.3821103","-64.199679"
"6360","-31.3385754","-64.176506"
"6361","-31.3867168","-64.2123795"
"6362","-31.3848869","-64.1441284"
"6363","-31.3893438","-64.1441814"
"6365","-31.3989296","-64.1821289"
"6369","-31.4354878","-64.1855715"
"6370","-31.3989296","-64.1821289"
"6371","-31.3374042","-64.2608948"
"6372","-31.3989296","-64.1821289"
"6373","-31.3989296","-64.1821289"
"6374","-31.3989296","-64.1821289"
"6375","-31.3989296","-64.1821289"
"6379","-31.3989296","-64.1821289"
"6380","-31.3989296","-64.1821289"
"6381","-31.3989296","-64.1821289"
"6382","-31.3989296","-64.1821289"
"6383","-31.3989296","-64.1821289"
"6384","-31.3989296","-64.1821289"
"6386","-31.4840424","-64.0289928"
"6387","-31.3384857","-64.1652908"
"6388","-31.3989296","-64.1821289"
"6389","-31.3847212","-64.20508029999999"
"6391","-31.3259869","-64.2571869"
"6393","-31.3989296","-64.1821289"
"6394","-31.3989296","-64.1821289"
"6395","-31.3443162","-64.2751078"
"6396","-31.4757195","-64.1923523"
"6397","-31.3500004","-64.25"
"6398","-31.3389187","-64.178421"
"6399","-31.3989296","-64.1821289"
"6400","-31.3989296","-64.1821289"
"6402","-31.3989296","-64.1821289"
"6403","-31.3221157","-64.2679414"
"6404","-31.3415834","-64.2513755"
"6405","-31.3500004","-64.25"
"6406","-31.3333302","-64.23332979999999"
"6407","-31.3333302","-64.23332979999999"
"6409","-31.3989296","-64.1821289"
"6410","-31.3989296","-64.1821289"
"6411","-31.3581251","-64.2273645"
"6412","-31.3989296","-64.1821289"
"6413","-31.3989296","-64.1821289"
"6415","-31.3155331","-64.2832375"
"6417","-31.3666706","-64.25"
"6418","-31.3989296","-64.1821289"
"6420","-31.3989296","-64.1821289"
"6421","-31.3776725","-64.1490878"
"6423","-31.3989296","-64.1821289"
"6426","-31.3221309","-64.2679737"
"6428","-31.3989296","-64.1821289"
"6429","-31.3194447","-64.28825379999999"
"6490","-31.3791924","-64.0539474"
"6491","-31.3791924","-64.0539474"
"6492","-31.3791924","-64.0539474"
"6503","-31.2341309","-64.3167114"
"6504","-31.2319249","-64.31488540000001"
"6505","-31.3724685","-64.1847648"
"6506","-31.2341309","-64.3167114"
"6507","-31.3000507","-64.3002319"
"6508","-31.2999522","-64.2880279"
"6509","-31.2952322","-64.2972269"
"6510","-31.3000507","-64.3002319"
"6511","-31.3048793","-64.30693529999999"
"6512","-31.3000507","-64.3002319"
"6521","-31.2666702","-64.3000107"
"6522","-31.264799","-64.30461840000001"
"6595","-32.413052","-63.2491244"
"6596","-32.4120763","-63.24986819999999"
"6597","-32.4172765","-63.2461585"
"6598","-32.4090226","-63.2427849"
"6599","-32.3964179","-63.2362835"
"6600","-32.4158014","-63.242105"
"6601","-32.4037549","-63.24525240000001"
"6602","-32.41305270000001","-63.253944"
"6603","-32.411174","-63.25883169999999"
"6604","-32.404661","-63.25006809999999"
"6605","-32.4215412","-63.2640626"
"6606","-32.4122753","-63.24885569999999"
"6607","-32.4199177","-63.24343090000001"
"6686","-32.6990338","-62.09978"
"6687","-32.6974795","-62.10150669999999"
"6688","-32.6936073","-62.10267640000001"
"6689","-32.6936073","-62.10267640000001"
"6690","-32.6936073","-62.10267640000001"
"6691","-32.6936073","-62.10267640000001"
"6748","-31.4106977","-64.4824287"
"6749","-31.4210134","-64.4994438"
"6750","-31.4210134","-64.4994438"
"6751","-31.45825039999999","-64.5050069"
"6752","-31.4649851","-64.509557"
"6753","-31.4210134","-64.4994438"
"6754","-31.4210134","-64.4994438"
"6755","-31.4316994","-64.49577409999999"
"6758","-31.4127626","-64.5018029"
"6759","-31.40528969999999","-64.4756834"
"6818","-33.9179611","-64.3894806"
"6819","-33.9179611","-64.3894806"
"6832","-33.122459","-64.3439442"
"6833","-33.1266279","-64.3514423"
"6834","-33.1213132","-64.3487516"
"6835","-33.1346931","-64.3486023"
"6836","-33.1228233","-64.34240129999999"
"6837","-33.1229164","-64.34215379999999"
"6838","-33.108882","-64.35335599999999"
"6839","-33.1325324","-64.3449365"
"6840","-33.1185967","-64.353216"
"6841","-33.1299979","-64.35033039999999"
"6842","-33.1306134","-64.35596029999999"
"6843","-33.1268453","-64.3505038"
"6844","-33.1226698","-64.3430419"
"6845","-33.1238431","-64.3527123"
"6846","-33.1455948","-64.3667458"
"6847","-33.1283026","-64.3423877"
"6848","-33.1226748","-64.3507018"
"6925","-31.9134351","-63.6815218"
"6926","-31.9134351","-63.6815218"
"6927","-31.9086228","-63.68918549999999"
"6928","-31.9134351","-63.6815218"
"6952","-34.1289345","-63.3907763"
"6955","-34.1289345","-63.3907763"
"6956","-34.1289345","-63.3907763"
"6957","-34.1289345","-63.3907763"
"7158","-32.04302030000001","-63.57273019999999"
"7159","-32.0366267","-63.5710865"
"7160","-32.0573909","-63.55027159999999"
"7164","-32.1765435","-64.1132028"
"7165","-32.1679451","-64.1095781"
"7166","-32.1636027","-64.13193249999999"
"7167","-32.1765435","-64.1132028"
"7168","-32.165721","-64.1247932"
"7169","-32.16667","-64.08335"
"7170","-32.1784681","-64.1175995"
"7171","-32.1765435","-64.1132028"
"7172","-32.1703467","-64.10834299999999"
"7173","-32.1790483","-64.1086907"
